"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"2405",57,18,0,6,31,17.4,1.05,0.05,4.34,1.47,0,1,1,15,3,2,6,3,0,0,0,3,0,0,1,1,1,0,8,41,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,4,3,1,1,12,0,10,16,3,97.98,0,27,1,7.4,2,193,0,0,2.2,0,5.56,1,35.7,966.8,0,0,2.11,0,5.39,1,26.85,3.29,715.35,6.57,1,1,0,0,0,0,0,1,1,26,1,1,1,1,1,1,1,0,0,0,1,0,"4","0","November","2","0","3","4","0","18.3","0","2","3","4","2","3","medium_spend_cust"
"2420",44,13,1,11,38,11,1.23,0.21,2.95,1.08,0,2,1,15,3,2,10,0,0,0,0,0,0,10,0,2,1,0,1,21,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,1,1,0,26,1,18,9,4,231.98,1,63,0,20.45,3.02,1306.3,0,0,2.64,0,6.79,0,0,0,1,24.5,3.2,1485,7.3,0,0,2.82,0,6.98,1,0,0,0,0,0,0,0,1,25,1,1,1,0,1,1,1,0,0,0,0,0,"1","0","June","3","0","2","4","0","22.5","1","2","1","2","1","0","medium_spend_cust"
"2432",57,8,0,32,73,6.3,0.99,-0.01,3.61,1.28,0,4,0,-1,-1,1,8,2,0,0,1,0,0,5,1,1,1,1,3,22,0,0,1,0,0,0,0,0,0,0,9,1,1,1,1,3,4,2,0,40,0,30,3,2,82.68,0,72,0,45.95,3.83,3208.9,1,31.25,3.44,2082.35,7.64,0,0,0,1,10,2.3,690,6.54,0,0,3.03,0,7.12,1,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,1,1,0,0,"3","1","December","4","0","2","5","1","43.4","0","5","2","3","3","0","low_spend_cust"
"2436",69,13,0,35,30,25.5,2.85,1.05,4.8,1.57,0,5,1,14,2,2,0,0,0,0,0,0,0,0,1,3,1,1,1,29,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,3,3,2,0,40,1,30,11,5,91.96,0,72,0,34.05,3.53,2406.7,0,0,2.55,0,6.84,0,0,0,1,70.75,4.26,4990,8.52,0,0,3.08,0,7.42,1,0,0,1,0,1,1,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","August","4","1","1","5","1","13","0","2","4","2","2","0","medium_spend_cust"
"2440",77,14,1,13,10,14.2,0.48,-0.74,0.94,-0.06,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,1,0,0,5,31,0,0,0,1,1,0,0,0,0,1,9,4,0,0,0,4,1,1,0,37,1,28,12,3,67.66,0,72,0,21.9,3.09,1569.55,0,0,2.48,0,6.79,1,38.7,2790.15,1,24.75,3.21,1640,7.4,0,0,2.82,0,7.11,1,0,0,0,0,0,0,1,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"4","1","March","1","1","1","5","1","3.4","0","2","4","3","2","4","medium_spend_cust"
"2452",24,16,0,1,24,4.9,0.77,-0.26,0.4,-0.91,0,4,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,0,4,21,0,1,1,1,0,0,0,0,0,1,2,4,0,0,0,5,4,4,0,4,0,2,10,7,263.5,0,8,1,4.7,1.55,31.5,1,19,2.94,149.8,5.01,1,34.5,258.45,1,14.75,2.69,95,4.55,0,0,2.64,0,4.44,0,1,0,1,1,1,1,0,1,15,1,1,1,1,1,0,1,1,1,0,0,0,"4","0","November","3","0","1","2","1","11.3","0","3","2","1","3","1","medium_spend_cust"
"2453",29,17,0,2,67,9.9,3.53,1.26,3.1,1.13,1,2,0,-1,-1,1,2,0,2,0,0,0,0,0,0,3,1,1,1,22,1,0,0,0,0,0,0,0,0,0,9,4,1,1,0,1,3,1,0,2,0,2,10,2,137.89,0,6,0,3.3,1.19,15.8,0,0,2.28,0,3.57,1,23.95,113.25,0,0,1.18,0,2.25,0,0,2.68,0,3.8,0,0,0,0,0,0,0,1,1,18,1,1,1,1,1,1,1,0,0,0,0,0,"2","0","September","1","0","1","1","1","30","0","3","3","4","3","0","high_spend_cust"
"2455",18,13,0,0,14,7.2,0.18,-1.72,0.83,-0.19,1,2,0,-1,-1,1,8,2,0,0,0,0,0,6,1,2,0,0,1,28,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,1,1,1,0,1,1,1,11,9,186.29,1,3,1,3.75,1.32,6,0,0,2.17,0,2.82,0,0,0,1,13.75,2.62,20,3,0,0,2.72,0,3.24,0,0,0,0,1,0,0,1,1,23,0,0,1,0,1,0,0,0,0,0,0,0,"4","0","July","5","0","1","1","0","8.2","0","4","3","2","3","2","medium_spend_cust"
"2456",57,19,0,13,40,2.3,0.28,-1.26,0.64,-0.45,0,3,1,16,3,2,0,0,0,0,0,0,0,0,1,2,1,1,1,23,1,0,1,0,1,0,0,0,0,0,9,4,0,0,0,2,1,1,0,28,0,21,11,5,142.86,0,57,0,18.45,2.92,1104.5,0,0,2.3,0,6.38,0,0,0,0,0,2.6,0,6.57,1,39.35,3.67,2279.8,7.73,1,1,1,1,1,1,1,0,1,21,1,1,1,0,1,1,1,0,1,1,0,0,"1","0","July","1","0","1","3","1","15.6","0","4","3","4","2","1","low_spend_cust"
"2460",79,11,0,37,17,9.4,0.86,-0.15,0.74,-0.31,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,5,32,0,0,0,0,1,0,0,0,0,0,9,5,1,1,1,5,4,3,0,36,1,24,11,2,26,1,68,0,11.7,2.46,776.35,1,32.25,3.47,2146.7,7.67,0,0,0,1,40.75,3.71,2650,7.88,0,0,3.13,0,7.16,1,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","May","6","1","2","4","-1","-1","-1","4","1","1","2","0","medium_spend_cust"
"2462",43,17,0,13,54,19.4,2.34,0.85,8.14,2.1,0,5,0,-1,-1,1,9,0,0,0,0,0,0,9,1,0,-1,0,4,30,0,0,1,1,0,0,0,0,0,0,9,6,1,1,1,4,1,3,0,17,0,11,11,7,211.74,0,41,0,9.45,2.25,365.95,0,0,2.88,0,6.86,0,0,0,1,12.5,2.53,540,6.29,0,0,2.54,0,6.44,1,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,0,0,0,1,0,0,"1","1","November","6","0","1","4","-1","-1","-1","1","1","4","3","0","medium_spend_cust"
"2463",55,13,0,10,48,10.1,0.78,-0.25,4.07,1.4,1,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,3,1,0,1,31,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,3,3,1,0,31,0,23,13,7,293.04,0,63,0,26.5,3.28,1501.5,0,0,2.46,0,6.61,0,0,0,1,20,3,1280,7.15,0,0,2.92,0,7.11,1,0,0,1,0,0,1,0,1,21,1,1,1,0,1,0,0,0,1,0,0,0,"5","0","June","1","0","1","4","1","21.2","1","2","3","3","3","1","medium_spend_cust"
"2467",34,20,0,3,125,14,5.3,1.67,12.2,2.5,1,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,0,-1,0,6,28,0,0,0,1,0,1,0,0,0,0,2,4,1,0,0,1,4,3,0,16,0,15,13,6,393.9,1,38,0,12.1,2.49,443.1,1,31,3.43,1103.25,7.01,1,69.4,2599.75,1,21.25,3.06,855,6.75,1,71.2,4.27,2685.15,7.9,1,1,1,1,1,1,1,1,1,26,1,1,1,0,1,1,1,1,0,0,0,0,"3","0","September","1","0","1","3","-1","-1","-1","2","2","2","1","2","medium_spend_cust"
"2472",19,11,0,0,23,11.8,0.43,-0.84,2.28,0.83,0,1,1,9,1,3,3,0,0,0,0,0,0,3,1,4,1,0,1,30,1,1,0,1,0,0,0,0,0,0,9,5,0,0,0,2,3,1,0,1,0,1,12,4,97.24,1,17,0,9.05,2.2,142.9,0,0,2.3,0,5.49,0,0,0,1,7.25,1.98,135,4.91,0,0,2.64,0,5.56,0,0,0,0,0,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,0,0,"3","1","August","2","0","1","1","1","10.5","0","4","2","4","1","0","medium_spend_cust"
"2475",34,18,1,6,97,5.8,2.3,0.83,3.32,1.2,0,4,1,13,2,2,13,2,0,0,0,0,0,11,1,1,1,0,4,25,0,0,0,1,0,0,0,1,0,0,9,4,0,0,1,1,4,2,0,1,1,1,21,2,92.31,0,2,0,6.55,1.88,11.5,1,12.75,2.55,23.45,3.15,1,45.65,56.5,1,69.75,4.24,55,4.01,1,39.2,3.67,57.4,4.05,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,0,1,0,0,0,"1","0","November","5","0","1","3","1","41.1","0","4","4","2","3","4","medium_spend_cust"
"2484",20,15,0,0,30,9.7,1.04,0.04,1.87,0.62,0,1,0,-1,-1,6,0,0,0,0,0,0,0,0,1,2,1,0,1,34,1,0,0,1,1,0,0,1,0,1,9,4,0,0,0,1,4,4,0,2,0,2,11,2,57.42,0,27,0,9.25,2.22,260.4,0,0,2.77,0,5.87,1,47.7,1269.15,0,0,1.83,0,4.5,1,45.85,3.83,1167.8,7.06,1,0,1,1,0,0,1,0,1,10,1,1,1,1,1,1,1,1,0,0,0,0,"4","0","May","2","0","4","1","1","16.4","1","4","2","4","1","3","medium_spend_cust"
"2489",79,18,0,6,14,20.4,1.68,0.52,1.18,0.17,0,2,1,18,4,2,0,0,0,0,0,0,0,0,0,2,1,1,1,25,1,0,1,1,0,0,0,0,0,1,9,4,0,0,1,4,3,4,0,31,0,23,14,5,145.85,0,60,0,27.1,3.3,1607.8,0,0,2.82,0,7.11,0,0,0,1,16.5,2.8,1015,6.92,0,0,2.92,0,7.23,1,0,0,0,0,0,0,0,1,22,1,1,1,0,1,0,1,0,1,0,0,0,"1","1","March","2","1","2","5","1","8.8","0","1","2","2","2","2","medium_spend_cust"
"2492",18,8,0,0,13,17.4,0.68,-0.39,1.59,0.46,0,1,1,11,1,5,1,0,1,0,0,0,0,0,1,1,1,1,5,24,1,0,0,1,1,0,0,1,0,0,9,6,1,0,1,2,4,3,0,1,0,0,11,3,63.23,1,9,0,2.1,0.74,24.55,0,0,2.48,0,3.66,0,0,0,0,0,1.61,0,2.3,0,0,2.64,0,3.64,0,0,0,0,0,0,0,0,1,14,0,0,1,0,1,0,0,0,0,0,1,0,"2","0","November","2","0","3","1","0","7.6","0","3","2","2","3","3","medium_spend_cust"
"2494",22,16,1,0,26,5.2,0.42,-0.86,0.93,-0.08,0,2,1,18,4,3,0,0,0,0,0,0,0,0,1,4,1,0,1,34,1,0,0,0,0,0,0,0,0,0,3,4,0,0,1,4,3,3,0,4,0,4,13,8,217.49,0,33,0,13.6,2.61,445.55,0,0,2.3,0,5.88,1,36.55,1153.7,1,24.25,3.19,775,6.65,1,20.8,3.03,616.45,6.42,1,1,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"4","0","July","1","0","1","1","1","13.2","0","1","1","1","3","4","medium_spend_cust"
"2498",64,17,0,4,53,10.5,3.16,1.15,2.41,0.88,0,2,1,10,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,3,0,1,0,4,4,3,1,22,0,14,5,8,171.34,0,50,0,11.15,2.41,556.45,1,18.5,2.92,893.4,6.8,0,0,0,1,14.5,2.67,635,6.45,0,0,2.88,0,6.76,1,1,0,1,0,1,1,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0,"1","0","December","2","0","2","5","0","22.4","0","1","1","1","3","0","low_spend_cust"
"2501",44,18,0,1,47,20.8,3.8,1.34,5.97,1.79,1,1,0,-1,-1,3,0,0,0,0,0,0,0,0,0,2,1,0,1,16,1,0,0,0,0,0,1,0,0,0,9,5,0,0,0,2,3,4,0,11,0,10,10,1,12.42,1,25,1,9.15,2.21,235.35,0,0,2.55,0,6,1,29.25,678.65,1,13.75,2.62,340,5.83,0,0,2.72,0,6.33,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,1,0,0,0,"2","1","May","2","0","2","3","0","18.9","0","5","2","4","1","4","low_spend_cust"
"2505",32,12,0,5,34,1.5,0.34,-1.07,0.17,-1.8,0,3,1,12,2,4,5,0,0,0,0,0,0,5,1,2,1,1,1,26,1,0,0,0,0,1,0,0,0,0,9,3,1,0,0,1,1,2,1,14,0,14,11,5,204.13,0,51,0,14.6,2.68,690.15,0,0,2.14,0,6.15,0,0,0,1,6.75,1.91,295,5.69,0,0,2.69,0,6.64,0,0,0,0,0,0,0,1,1,23,1,1,1,0,1,1,1,0,1,0,0,0,"3","0","November","1","0","1","3","1","20.7","0","3","4","3","3","2","medium_spend_cust"
"2506",46,16,0,5,37,17.4,0.42,-0.87,6.02,1.8,0,3,1,14,2,2,6,2,0,0,0,0,0,4,1,2,1,0,5,18,1,0,0,0,1,1,0,1,0,0,9,4,1,0,1,4,2,1,0,18,0,15,7,3,56.96,1,31,0,5.85,1.77,183.45,0,0,2.46,0,5.89,0,0,0,1,6.25,1.83,205,5.32,0,0,2.72,0,6.24,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,0,0,1,0,1,0,"2","0","August","2","0","1","3","1","16.3","1","1","3","4","1","0","low_spend_cust"
"2507",59,18,0,20,257,2.4,2.83,1.04,3.34,1.21,0,5,0,-1,-1,1,2,0,2,0,0,0,0,0,0,0,-1,0,8,28,1,0,0,1,0,0,0,1,0,0,9,2,0,0,1,4,1,2,0,40,0,29,16,4,92.37,0,72,0,69.4,4.24,5018.1,1,23.25,3.15,1680.6,7.43,0,0,0,1,37.75,3.63,2680,7.89,1,36.55,3.6,2650.8,7.88,1,0,1,1,1,1,1,0,1,18,1,1,1,0,1,0,1,1,1,0,0,0,"4","1","April","5","0","2","5","-1","-1","-1","3","3","1","2","4","medium_spend_cust"
"2515",61,13,0,11,90,15.4,7.84,2.06,6.02,1.79,0,5,0,-1,-1,4,5,0,1,0,0,0,0,4,1,1,1,0,5,37,0,1,0,0,1,1,0,0,0,0,9,3,0,1,0,3,2,3,0,27,0,20,13,3,61.49,0,60,0,12.4,2.52,770.9,0,0,2.55,0,6.83,0,0,0,1,11.5,2.44,665,6.5,0,0,2.88,0,7.17,1,0,0,0,0,0,1,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","April","1","0","1","4","0","68.1","0","2","4","2","2","0","low_spend_cust"
"2526",41,22,0,2,61,3.8,0.35,-1.06,1.97,0.68,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,22,1,0,0,0,0,0,0,0,0,0,9,3,0,1,0,4,2,1,0,14,1,7,10,3,70.21,0,33,1,18.1,2.9,584.45,0,0,2.14,0,5.58,1,28.4,859.1,1,7.5,2.01,220,5.39,0,0,2.54,0,5.94,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,1,0,1,1,"1","0","May","2","0","1","4","1","36.8","0","1","3","3","3","4","medium_spend_cust"
"2528",60,18,0,6,86,15.7,7.64,2.03,5.86,1.77,1,3,0,-1,-1,1,3,0,3,0,0,0,0,0,1,1,1,0,4,28,0,0,0,1,1,1,1,1,0,0,9,4,0,0,0,4,2,3,0,13,0,11,8,1,18.44,0,30,0,9.7,2.27,244.15,1,14.25,2.66,437.6,6.08,1,32.85,915.65,0,0,1.75,0,5.16,1,25.2,3.23,720.45,6.58,1,1,1,0,1,0,0,1,1,19,1,1,1,0,1,1,1,0,1,0,0,0,"5","1","August","2","0","1","3","0","53.8","0","1","2","3","3","4","low_spend_cust"
"2535",65,19,1,25,44,4.3,0.55,-0.6,1.34,0.3,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,27,1,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,1,2,0,10,1,9,10,5,208.89,0,43,1,5.4,1.69,215.6,0,0,2.35,0,5.83,1,31.7,1356,0,0,2.11,0,5.56,0,0,2.82,0,6.44,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"1","1","July","6","1","1","5","0","19.6","0","4","4","4","3","2","medium_spend_cust"
"2546",63,18,0,17,52,9.6,1.95,0.67,3.05,1.11,0,3,0,-1,-1,1,10,1,0,0,0,0,0,9,1,4,1,0,1,30,1,0,0,1,0,0,0,0,0,0,9,1,1,0,0,2,2,1,0,24,0,18,18,4,188.93,1,56,1,9.25,2.22,547.7,0,0,2.33,0,6.38,0,0,0,1,15,2.71,870,6.77,1,54.65,4,3013.8,8.01,1,1,1,1,0,1,1,1,1,22,1,1,1,0,1,1,1,1,1,1,1,0,"3","0","June","3","0","1","4","0","31","1","1","1","1","1","4","medium_spend_cust"
"2553",30,16,0,1,32,13.6,1.39,0.33,2.96,1.08,1,2,1,11,1,2,9,1,1,0,0,0,0,7,0,3,0,0,2,28,1,1,0,1,0,0,0,1,0,0,1,4,0,0,1,1,1,1,0,12,0,8,9,8,179.61,0,26,1,7.65,2.03,206.7,0,0,2.33,0,5.54,0,0,0,0,0,2.01,0,5.3,0,0,2.68,0,6.01,1,0,0,0,0,0,0,0,1,18,1,1,1,0,1,0,0,0,0,0,1,0,"3","1","August","2","0","2","2","0","13.9","0","4","3","2","1","1","medium_spend_cust"
"2554",40,13,0,3,25,16.7,1.81,0.59,2.37,0.86,0,2,1,13,2,5,6,0,1,2,0,0,0,3,1,1,0,0,8,18,0,0,1,0,0,0,0,1,0,0,9,4,0,1,0,2,2,2,0,23,0,17,10,4,61.06,0,43,0,12.65,2.54,563.1,0,0,2.48,0,6.23,0,0,0,1,6.75,1.91,295,5.69,0,0,2.68,0,6.52,1,0,0,0,0,0,0,0,1,29,1,1,1,0,1,1,1,0,1,0,0,1,"1","1","February","2","0","3","3","0","17.3","0","3","3","1","3","3","low_spend_cust"
"2557",36,19,0,1,142,2.7,1.29,0.25,2.55,0.93,1,1,1,18,4,2,0,0,0,0,0,0,0,0,1,2,1,0,3,26,0,0,1,0,0,0,0,0,0,0,9,4,0,0,1,4,3,4,0,18,0,18,12,4,154.57,0,58,0,51.05,3.93,3031.45,1,35.75,3.58,2090.7,7.65,1,59.65,3374,1,19,2.94,1015,6.92,1,52.85,3.97,2982.05,8,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0,"1","1","April","2","0","1","3","1","69.4","0","3","1","2","2","3","medium_spend_cust"
"2560",18,13,0,0,14,9,0.2,-1.6,1.06,0.06,0,2,0,-1,-1,3,2,2,0,0,0,0,0,0,1,5,1,0,1,30,1,0,0,0,0,0,0,0,0,0,9,3,0,0,0,2,1,2,0,0,0,0,8,4,88.35,0,8,1,4.75,1.56,27.95,0,0,2.17,0,4.25,1,31.15,196.1,0,0,2.05,0,3.22,0,0,2.64,0,4.6,0,1,0,0,0,0,0,1,1,23,1,0,1,0,1,1,1,0,0,0,0,0,"2","0","October","1","0","1","1","1","7.6","1","1","4","4","1","1","medium_spend_cust"
"2567",48,10,0,21,140,24.7,21.41,3.06,13.17,2.58,1,5,0,-1,-1,1,2,0,0,0,0,0,2,0,0,3,1,0,1,20,1,0,0,1,0,1,0,0,0,0,9,6,1,1,1,3,4,4,0,21,0,15,5,10,484.8,0,43,0,10.55,2.36,439.25,1,36.75,3.6,1590.4,7.37,0,0,0,1,15.25,2.72,630,6.45,1,31.15,3.44,1375.7,7.23,1,0,1,1,1,1,1,0,1,23,1,1,1,1,0,1,0,1,1,0,0,0,"1","0","October","6","0","1","4","0","61.3","1","2","1","1","3","0","medium_spend_cust"
"2572",69,13,0,31,28,10.2,2.25,0.81,0.61,-0.5,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,7,27,0,0,0,0,0,0,1,0,0,0,9,4,0,0,1,2,1,3,0,38,0,29,8,6,102.75,0,71,0,18.75,2.93,1255.45,0,0,2.55,0,6.84,1,32.65,2380.4,1,17.75,2.88,1180,7.07,0,0,3.07,0,7.38,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,0,0,0,0,"4","0","November","6","1","1","5","1","19.6","0","5","4","1","2","2","low_spend_cust"
"2575",56,13,0,11,77,16.1,3.78,1.33,8.62,2.15,0,5,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,1,0,5,24,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,1,2,4,0,21,0,14,12,8,596.1,0,47,0,12.8,2.55,590.15,1,23,3.14,1098.9,7,0,0,0,1,13.25,2.58,595,6.39,0,0,2.68,0,6.52,1,0,0,1,1,1,1,0,1,25,1,1,1,0,1,0,0,0,0,0,1,0,"1","0","November","1","0","3","4","1","45.4","0","3","4","2","2","0","medium_spend_cust"
"2582",30,19,1,0,48,18.5,2.87,1.05,6.01,1.79,1,1,0,-1,-1,1,2,0,2,0,0,0,0,0,0,2,1,1,1,19,1,0,0,0,0,0,1,0,0,0,9,5,1,1,1,4,2,4,0,2,0,3,5,5,245.5,1,3,1,5.85,1.77,16.6,1,24.5,3.2,60.95,4.11,1,54.9,90.65,1,8.75,2.17,5,1.61,1,32.45,3.48,52.9,3.97,0,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,0,0,0,0,"2","1","November","2","0","3","1","1","19.6","0","3","2","4","3","3","low_spend_cust"
"2590",39,12,0,10,43,8.8,0.95,-0.05,2.83,1.04,0,5,1,18,4,2,5,0,0,0,0,0,0,5,0,2,0,0,4,26,1,1,0,1,0,0,0,0,0,0,1,6,1,1,0,3,1,1,0,17,0,11,9,5,152.41,1,50,1,6,1.79,302,0,0,2.4,0,6.31,0,0,0,0,0,1.66,0,5.54,0,0,2.82,0,6.7,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,1,1,0,1,0,0,0,"1","1","May","6","0","2","4","1","15.7","0","1","4","1","1","0","medium_spend_cust"
"2592",74,14,0,1,9,6,0.35,-1.06,0.19,-1.65,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,1,0,3,22,0,1,1,0,0,0,0,0,0,0,9,4,1,0,0,1,1,3,0,16,0,7,8,7,211.05,0,27,0,6.95,1.94,177.15,0,0,2.44,0,5.9,0,0,0,1,16.5,2.8,445,6.1,0,0,2.54,0,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","0","August","2","1","2","3","0","4.6","1","4","2","1","2","0","medium_spend_cust"
"2594",50,19,0,14,120,12.6,2.46,0.9,12.66,2.54,0,5,0,-1,-1,2,5,0,0,0,1,0,0,4,1,4,1,1,1,18,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,4,4,2,0,26,0,19,7,4,152.8,0,61,0,11.15,2.41,679.9,1,21.5,3.07,1366.4,7.22,1,56.6,3389.65,1,22.25,3.1,1260,7.14,1,66.85,4.2,4070,8.31,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,1,"3","0","March","5","0","3","5","0","25.7","0","2","4","2","3","4","medium_spend_cust"
"2598",22,15,0,1,15,7.2,0.27,-1.32,0.81,-0.21,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,23,1,0,0,0,0,0,0,0,0,1,9,3,0,0,0,4,1,3,0,3,1,2,8,4,50.21,1,7,1,3.5,1.25,15.5,1,15.25,2.72,115.45,4.75,0,0,0,1,39.5,3.68,230,5.44,0,0,2.54,0,3.89,0,0,0,1,1,1,1,0,1,24,1,0,0,0,0,1,0,0,0,0,0,0,"1","1","August","6","0","1","1","0","5.3","0","3","2","2","1","0","low_spend_cust"
"2607",66,17,0,29,133,4.1,1.29,0.25,4.17,1.43,0,3,1,17,4,2,2,2,0,0,0,0,0,0,1,1,1,0,4,26,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,4,4,1,1,39,0,28,9,3,139.26,0,71,0,47.95,3.87,3624.1,1,37.5,3.62,2690.6,7.9,0,0,0,1,22,3.09,1525,7.33,1,38.85,3.66,2782.05,7.93,1,1,1,1,1,1,1,1,1,25,1,1,1,0,1,0,0,0,1,0,0,0,"1","1","September","3","0","1","5","0","53","1","1","1","3","2","1","medium_spend_cust"
"2613",69,15,0,15,14,18.2,0.31,-1.17,2.24,0.81,0,2,0,-1,-1,1,3,0,0,0,0,0,0,3,0,0,-1,1,8,24,0,1,0,0,0,1,0,1,0,0,9,3,1,0,0,3,4,3,0,13,0,8,7,2,29.35,0,42,0,11.2,2.42,477.15,1,25.25,3.23,1087.15,6.99,0,0,0,0,0,1.98,0,5.78,0,0,2.54,0,6.38,0,0,0,0,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","January","1","1","2","3","-1","-1","-1","4","1","3","2","0","low_spend_cust"
"2618",32,22,0,1,83,16.2,1.91,0.65,11.54,2.45,1,2,1,23,5,4,0,0,0,0,0,0,0,0,1,4,1,0,1,40,1,0,0,1,0,0,0,0,0,0,9,3,1,1,1,4,4,4,0,14,0,14,15,5,121.82,0,49,0,17.8,2.88,901.45,1,20.5,3.02,1010.8,6.92,1,32.9,1584.1,0,0,1.83,0,5.95,0,0,2.89,0,6.89,1,1,0,0,0,0,1,1,1,26,1,1,1,1,1,1,1,1,0,0,0,0,"5","1","May","2","0","1","3","0","41.4","1","3","4","2","3","4","medium_spend_cust"
"2623",27,9,0,3,32,0.5,0.06,-2.88,0.1,-2.26,0,2,1,9,1,4,0,0,0,0,0,0,0,0,1,3,1,0,1,34,1,0,0,0,0,0,0,1,0,0,9,5,0,1,1,1,3,3,0,9,0,9,7,4,141.05,1,41,0,10.4,2.34,445.6,0,0,2.28,0,6.08,0,0,0,0,0,2.74,0,6.43,0,0,2.72,0,6.53,0,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,1,0,1,0,1,0,"3","0","March","1","0","1","1","1","18.7","1","3","4","2","3","0","medium_spend_cust"
"2626",25,17,0,1,37,7.7,1.7,0.53,1.15,0.14,0,1,1,16,3,3,2,2,0,0,0,0,0,0,0,4,1,0,1,33,1,0,0,0,0,0,0,0,0,0,9,6,1,1,0,4,4,4,0,2,0,1,10,5,140.17,0,5,1,3.05,1.12,13.95,1,14,2.64,68.65,4.23,1,33.7,150.85,1,21,3.04,75,4.32,1,33.65,3.52,148.2,5,1,1,1,0,1,1,1,1,1,21,1,1,1,0,1,1,1,1,0,0,0,0,"5","1","December","5","0","2","1","1","23.1","0","2","1","3","3","4","medium_spend_cust"
